,Doctor name,Specialty,Overall rating,No. of reviews,Reviews,Review rating
1130,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Starting off the year with clearer vision than I can ever imagine thanks to my amazing ophthalmologist, Dr Barbara Teboul. My cataract procedure went off like a charm in a very warm and friendly atmosphere. Dr Teboul was gentle , professional and caring throughout the whole time and the results are impeccable. Thank you so much to Dr Teboul and her team!",5.0
1131,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"No words to describe how thankful I am that Dr Teboul is my ophthalmologist. Her great reputation is definitely well deserved. It might take a few months to get an appointment with her as she is in very high demand but, as everyone has always said about her, she is well worth the wait! In addition to her great competence and expertise, she is also very human and one can tell that she truly cares for her patients. Best ophthalmologist hands down.",5.0
1132,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Merci au Dr Barbara Teboul et son équipe formidable lors de ma chirurgie de cataracte bilatérale. La chirurgie s’est déroulée sans aucune douleur et Dr Teboul a été tout à fait charmante, me tenant la main, faisant des blagues pour me mettre à l’aise et m’expliquant chaque étape pendant la chirurgie. Je me sentais en complète sécurité entre ses mains et les résultats, seulement une semaine après ma chirurgie, sont impeccables. La clarté de ma vision et surprenante, même sans lunettes! Je suis très heureuse d’avoir choisi cet excellente chirurgienne.",5.0
1133,Dr. Barbara Teboul,Ophthalmologist,4.6,128,Elle à accroché ma cornée intérieur durant l’opération et elle me l’as avoué seulement après la troisième visite de suivi car je me plaignais que je voyais toujours embrouiller d’ailleurs trois ans plus tard et ma vue n’est jamais revenue je suis pris avec mon problème pour toujours,2.5
1134,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Excellent and efficient. She operated on both my eyes and those of my wife, with an excellent follow-up.",5.0
1135,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Le Dr. Barbara Teboul est une chirurgienne de la cataracte de premier ordre ! Son expertise et sa compassion envers ses patients sont exceptionnelles. Dans sa salle d’attente on entends que des patients ravis qui font son éloge. Elle redonne la vue à tant de gens et améliore leur qualité de vie, la mienne en premier! Un vrai professionnel de la santé que je recommande vivement !",5.0
1136,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"I cannot express how impressed I am with the level of care and expertise provided by Dr Barbara Teboul when I consulted her for cataract surgery.

During the consultation, she patiently answered all my questions and helped me choose the best lens implant for my needs. On the day of the surgery, her calming demeanor helped alleviate any anxiety I had. The entire process was smooth and efficient, She took the time to ensure I was comfortable throughout the procedure, and her gentle touch reassured me that I was in capable hands. Post-surgery, the results have been nothing short of amazing. My vision has significantly improved, and I can now see the world with such clarity and vibrancy. The cataract surgery has truly been life-changing, and I am immensely grateful for her skill and expertise. If you are seeking a skilled surgeon who genuinely cares about their patients' well-being, Dr. Barbara Teboul is the one to trust.",5.0
1137,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"The waiting time of 2+ hours even though we have an appointment is extremely ridiculous. 

91 year old father !",3.0
1138,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"I recently had the pleasure of being treated by Dr. Teboul, an ophthalmologist who specializes in cataract surgery, and I could not be more pleased with the care I received. The staff at the clinic and especially the surgery center were kind and comforting. Dr.Teboul herself was incredibly knowledgeable and attentive, taking the time to explain the procedure to me in detail and answering all of my questions with patience and clarity. The surgery itself was a breeze, and my recovery has been smooth and painless. I am grateful to have found such an exceptional doctor and would highly recommend this ophthalmologist to anyone in need of cataract surgery. Thank you, Dr. Teboul and the entire team, for your outstanding care!",5.0
1139,Dr. Barbara Teboul,Ophthalmologist,4.6,128,I was so lucky to have found this amazing doctor in whom has performed an outstanding surgery on my eyes…little after this surgery I found myself with a brand new eyesight ….she is an amazing and knowledgeable doctor who takes the time to listen to her patients. The best hands down !!!,4.5
1140,Dr. Barbara Teboul,Ophthalmologist,4.6,128,Excellente expérience pour ma chirurgie de la cataracte avec le Dr Barbara Teboul. Je me suis senti en confiance dans ses mains du début à la fin. Super équipe au bloc opératoire et à la clinique!,5.0
1141,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Excellente ophtalmologiste. Bilingue, souriante et compétente. Je suis très heureuse des résultats de ma chirurgie de cataracte. Je n’ai jamais vu aussi bien! Merci Dr Barbara Teboul!",5.0
1142,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Dr Teboul is the best in town for cataract surgery, according to the optometrist who referred me to her. I was initially going to see her at St Mary’s Hospital, but it was taking too long so I opted to see her instead at Bellevue clinic in Vaudreuil where I got the apt in less than 3 weeks! Dr Teboul really inspires confidence and she put me at ease from the moment I met her. I can’t wait to get my eyesight back!",5.0
1143,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Professional, competent, and caring, all the qualities I look for in a specialist. I had consulted other ophthalmologists before her and there is no comparison. She greets us with a smile and gives explanations that are clear, concise and adapted to our needs. Results of my cataract surgery were impeccable. I am truly so thankful to this amazing surgeon!",5.0
1144,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Chirurgie de la cataracte. Tout a été parfait. J’ai eue la chirurgie de la cataracte des deux yeux. À deux semaines d’intervalle. Tout s’est très bien passer. Dr. Teboul et son assistant Dr. Lee , ont fais un travail 10/10. Merci à toute l’équipe.

Christiane Raby",5.0
1145,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"An amazing and very ""human"" cataract surgeon who I am told is the best in her field. Judging by my experience, she certainly is! Surgery was actually a pleasant experience. The staff was courteous and efficient and Dr Teboul treated me with the utmost care and empathy, knowing I was very nervous about the whole thing. The whole surgery only took a few minutes and results were almost immediate. I still can't believe how well I could see. Thank you Dr Teboul for your skill, your kindness and your overall demeanour. I wish more doctors could be like you.",5.0
1146,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Thank you ,doctor Barbara Teboul! You are great!Yesterday I had a cataract surgery.Today I can read and see without glasses!

Tetyana Shunina",5.0
1147,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"La meilleure dans son domaine mais si vous avez un rendez vous à disons 10h00 le matin, libérez votre avant midi ainsi que le début d'après midi car vous attendrez minimum 2h sinon plus. Très mauvaise gestion des horaires de consultation.",4.0
1148,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Best ophthalmologist! She is the top in her field, especially if you need cataract surgery. Was a couple months wait for apt , but totally worth it for a lifetime of great vision. My friend saw her quicker by making an apt at the Bellevue clinic in Vaudreuil, but must ask for her specifically. Thank you Dr Teboul for your gentle bedside manner and your skillful magic touch ! I have never seen better!",5.0
1149,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"I had a beyond excellent experience with this renowned, highly sought after cataract surgeon. I have friends who paid thousands of dollars for their cataract surgery in the private system but did not have nearly as good a result or as rapid a recovery as I did with Dr Teboul in the public system. She gave me the choice of operating one eye at a time or both the same day and I chose to do both because I knew I was in great hands. The difference in my eyesight the next morning was astounding! She is 5 star all the way and I recommend her without hesitation. Thank you Dr Teboul!",5.0
1150,Dr. Barbara Teboul,Ophthalmologist,4.6,128,A truly great professional! Bravo! Her advice is spot on. The staff too is caring and courteous.,5.0
1151,Dr. Barbara Teboul,Ophthalmologist,4.6,128,Each post-op appointment is a 2 hr+ wait for 2 minute checkup without apology…every time. It’s unprofessional. Most patients are seniors and the long wait on hard seating is difficult for them.,3.5
1152,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Dr Teboul is a true gem of an ophthalmologist. She’s a great surgeon with a great bedside manner. She is in high demand, so somewhat difficult to get an appointment, but if you get one, consider yourself lucky; you’ll love her!",5.0
1153,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Rate md 

Highly recommend this friendly, caring and competent ophthalmologist. My entire experience with her, from pre-op, surgery (for cataracts) and postop were top notch. Excellent results and excellent care all around, including her staff at the clinic and surgical center. Thank you, Dr Teboul, I am beyond happy and satisfied with my experience!",5.0
1154,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Thank you for your kind care to me and to performing Cataract Surgery.
I wish all the best and give you all my regards. Your operation has been very helpful to me and I can see clearly.",5.0
1155,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Quelle personne formidable. Elle hautement qualifiée, disponible et humaine. Je suis tellement chanceux d’avoir pu me faire opérer par elle. J’ai encore un œil à faire opérer pour une cataracte, mais je vois déjà la différence! Merci Dre Teboul.",5.0
1156,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"This doctor is a gentle , kind soul with gifted hands who has literally changed my life since she performed cataract surgery in both my eyes this year. I can finally see clearly (I was seeing in a constant fog before). The difference it has made in my day to day life is astounding. Thank you so much Dr Teboul!",5.0
1157,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Je suis tellement heureuse d’avoir eu la bonne chance d’avoir Dr Barbara Teboul comme ophtalmologiste. Elle a des vraie mains de fée! Je suis absolument ravi des résultats de ma chirurgie de cataracte. En plus, elle est super sympa. 5 étoiles n’est pas assez pour ce médecin formidable!",5.0
1158,Dr. Barbara Teboul,Ophthalmologist,4.6,128,Nothing negative to say about her competencies. Was all about 1.45hrs wait for post surgery check up. Not aware if this type of service could have been done virtually but the wait was not pleasant. Visited on January 28th.,4.0
1159,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Dr Barbara Teboul is the most competent, caring and human ophthalmologist that I have ever encountered. She no longer practices at Eye Health MD (though they haven’t removed her from the website yet), but you can still see her at St. Mary’s hospital, where she has increased her hours, so much easier to get an apt. I saw her there recently and I must say that I was very impressed with the set up and the wait times there. Very friendly and competent staff, very safe, partitions in the waiting room, and very acceptable wait times. Honestly, I would follow Dr Teboul no matter where she went because she is just the best, but I was super happy to be able to see her at St. Mary’s Hospital.",5.0
1160,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"My daughter and i have the privilege to work with her , she an amazing Doctor , but most of all a marvelous person , she's kind , professional , in few words a beautiful soul.
Lucia RPN and Jenny HCA",5.0
1161,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Tellement contente que j’ai réussi a avoir un RV avec Dr Teboul! C’est la meilleure des ophtalmologistes.Tout le monde le dit, y inclu la multitude de patients satisfaits dans sa salle d’attente. Elle m’a cedulé pour une chirurgie de cataracte et, malgré que j’étais un peu nerveuse au début, sa manière d’expliquer, sa confiance, et sa compassion m’a mis en complète confiance. J’ai maintenant très hâte pour ma chirurgie. Mille mercis Dr Teboul!

(À noter: elle est parfaitement bilingue.)",5.0
1162,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Dr Teboul is an amazing ophthalmologist and very caring human being. She operated my cataracts last year with great success and, recently, when I was having an issue with my eyes during this pandemic, she took the time to call me to discuss my issues and allowed me to come in to see her. I believe she came in just for me, as I was the only patient there. They were very professional, everyone was wearing protective gear, and everything was disinfected before and after I walked into the room. I was so impressed with her professionalism, empathy, and ability to solve my eye issue after one visit! Dr Teboul is a true gem!",5.0
1163,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"1 hre Late for surgery 
2hrs Late for appointment 
Quick explanation...
I not what I had expected....",2.5
1164,Dr. Barbara Teboul,Ophthalmologist,4.6,128,I had a great experience with this doctor. The difference was like night and day after the two operations. I can’t remember the last time my eyesight was so good. There were absolutely no complications with the operations at all. I would strongly recommend her to anyone who needs Cataract surgery,5.0
1165,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Je suis extrêmement satisfaite de cet ophtalmologiste. Elle nous accueille toujours avec un sourire, donne des explications qui sont facile à comprendre, nous guide à faire les meilleurs decisions pour nos yeux et a des résultats impeccables . Je serais toujours reconnaissante à ce médecin qui m’a permis de retrouver une meilleure vision que je n'aurais jamais cru possible. Merci Dr Teboul!",5.0
1166,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"I am so grateful to Dr Barbara Teboul for restoring my eyesight to better than it has ever been before without glasses! The difference she has made in my quality of life is simply astounding. I have always had strong glasses, but in the past 2 years have developed cataracts on top of that, to the point that I could not drive anymore and everything was blurry. Dr Teboul immediately made the diagnosis and scheduled cataract surgery in both my eyes. The day after the surgery, I could already see clearly again and without my thick glasses! I couldn’t believe what a breeze the whole process was. Dr Teboul is truly an angel in disguise and I am forever grateful for her magic hands!",5.0
1167,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"I am starting off 2020 with 20/20 vision thanks to the skilled hands of Dr Barbara Teboul! She operated on me just before Christmas and it is the best gift I have ever received. I have been very nearsighted all my life and in the last year seeing very cloudy, even with my glasses, due to cataracts. The cataract surgery was painless, quick, and I can now see clearly even without glasses! Thank you Dr Teboul for your patience, your kindness and your gentle way which put me at ease throughout the whole process.",5.0
1168,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Tres professionelle et humaine elle son metier lui convien a la perfection ,tres heureux de l'avoir eu l'ors de mon opération 5étoiles et plus",5.0
1169,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"- Dr Teboul is definitely the best ophthalmologist in town. The results of my cataract surgery were amazing thanks to her. To top it off she is sweet, personable, knowledgeable and very professional. She is a doctor that truly cares and I recommend her very highly..",5.0
1170,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Dr. Teboul was nice and very knowledgeable. She puts you at ease considering all the patient she operate on a given day. The only bad thing about the whole experience is the wait time at the Eye Health MD clinic to get the biometry and the post-op follow up.

Eye Health MD Clinic: 3 hours wait time

Post-op follow up: 2 hours

...but Dr. Teboul is worth the wait. :)",5.0
1171,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"I was most satisfied with every aspect of my care given by Dr Barbara Teboul. I got a great vibe from her from our very first meeting at her office on Decarie (Eye Health MD). She was warm, friendly and knowledgeable and I trusted her opinions. My cataract surgery went amazingly well with a great OR team that was very attentive to my needs. Results are beyond excellent. I highly recommend this ophthalmologist. As others have said, she is in high demand but definitely worth the wait!",5.0
1172,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Dr Teboul est une excellente ophtalmologiste, à l’écoute de ses patients et avec des mains de fée en ce qui concerne la chirurgie de cataracte. L’attente peut être longue parce qu’elle est très en demande, mais sa popularité est bien I . Elle est gentille, professionnelle est très compétente avec d’excellents résultats, donc ce n’est pas surprenant que tout le monde la demande. Merci Dre Teboul, vous êtes super!",5.0
1173,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Dr Teboul a changé ma vie. Je ne me rendais même pas compte à quel point je voyais mal des deux yeux jusqu’à ce que j’ai eu ma chirurgie de cataracte avec Dr Teboul . Les couleurs et les détails que je perçois maintenant sont incroyables. En plus de sa compétence, elle est gentille, réassurante, et professionnelle. 5 étoiles ce n’est pas assez pour ce médecin!",5.0
1174,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"My experience with this ophthalmologist was nothing short of impeccable. Nice, well equipped clinic with friendly, staff and Dr Teboul was absolutely amazing. She was very patient, explained everything in a way that was easy for me to understand and guided me to make the decisions that were most suitable to my needs. Throughout it all, she was pleasant, knowledgeable, reassuring and always smiling. Thank you Dr Teboul, I will definitely recommend you to all my friends and family.",5.0
1175,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Amazing ophthalomlgist! She is very human, caring and calm. My surgery was painless and I have never seen so well in my life. This was a truly life changing surgery for me (cataract surgery) , thank you Dr Teboul for your gentle and skilled hands!",5.0
1176,Dr. Barbara Teboul,Ophthalmologist,4.6,128,excellent doctor and very friendly supporting staff,5.0
1177,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"3h d'attente pour 2 minutes d'examen , n'est aucunement professionnel",1.5
1178,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Dr Barbara Teboul est une ophtalmologiste sans comparaison. Accueillante, professionnelle, humaine, très compétente et renommée en chirurgie de la cataracte. D’ailleurs, d’excellents résultats à ma chirurgie qui s’est déroulée sans douleur et dans une atmosphère très réassurante. On se sens en complète confiance non seulement dans les mains magiques du Dr Teboul, mais aussi avec tout le personnel extraordinaire de la salle opératoire. Je recommande sans hésitation cet ophtalmologiste",5.0
1179,Dr. Barbara Teboul,Ophthalmologist,4.6,128,So happy I was lucky enough to get Dr. Barbara Teboul as my ophthalmologist and cataract surgeon She genuinely cares about her patients and has the best surgical results. Thank you so much Dr T !,5.0
1180,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"I first met Dr Teboul 8 years ago when she saw my wife and diagnosed a brain tumour. She referred her for urgent treatment and literally saved her life in doing so! Now Dr Teboul is my ophthalmologist and has operated my cataracts . I could never thank her enough for saving my wife’s life 8 years ago (she is still alive to tell the tale), and now saving my eyesight today. I hope she realizes in her busy day to day practice what an enormous difference she makes in this world for people like us and so many others.",5.0
1181,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Dr Barbara Teboul is an excellent ophthalmologist and cataract surgeon who treats her patients with care and compassion. I felt very comfortable with her from the very first visit, as she reassured me, answered all my questions and connected with me in a very human way. She goes above and beyond to ensure a successful result in even the most difficult of cases. You can tell that she is very well liked by her patients as well as her support staff, who speak very highly of her. I highly recommend this doctor.",5.0
1182,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Dr Barbara Teboul est une ophtalmologiste sans comparaison. Patiente, souriante et toujours à l’écoute de ses patients, on se sens en confiance complète entre ses mains. Elle accepte les nouveaux patients seulement sur référence, mais mon optométriste a faxé une référence pour moi sans hésitation en me disant que c’était un excellent choix pour ma chirurgie de cataracte. Excellent résultat pour ma première chirurgie; j’ai hâte à ma deuxième chirurgie qui est cédulée pour le mois prochain!",5.0
1183,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Dr Teboul is definitely a 5 star ophthalmologist. She is gentle, patient and reassuring and takes the time to answer all your questions. She does not rush you out of her office as do many other specialists. Surgical results are excellent. All of my health professionals tell me she is the the best.",5.0
1184,Dr. Barbara Teboul,Ophthalmologist,4.6,128,I was very satisfied with this ophthalmologist. She gave me my eyesight back just in time for Christmas. It’s the best Christmas gift I could ask for! She has a very gentle touch and made me feel at ease throughout the whole procedure.,5.0
1185,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Dr Teboul is a brilliant surgeon. May her hands be blessed so that she may continue to help

others to see as she helped me. I am only 49, but had rapidly progressing cataracts in both eyes. I never appreciated eyesight so much as the day Dr Teboul returned mine to me! I am forever grateful.",5.0
1186,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Dr Barbara Teboul operated on both of my parents, and I am so thankful too her for her great competence, her kindness, understanding and gentleness in dealing with my anxious elderly parents, and for her generally positive demeanour which made us always feel very comfortable. I highly recommend her.",5.0
1187,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Excellent ophtalmologist and cataract surgeon! I highly recommend Dr Teboul. Very skilled, very gentle and very human.",5.0
1188,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Je suis ravie de mon expérience avec cet ophtalmologiste! Elle nous accueille toujours avec un sourire, et explique bien le diagnostic et les options de traitement. Elle m’a opéré pour des cataractes aux deux yeux et j’étais très bien servi par elle et son personnel du début jusqu’à la fin. D’ailleurs je peux dire que je n’ai jamais vu aussi bien et cela est grâce au Dr Teboul. Je la recommande sans aucune hésitation.",5.0
1189,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"I was very happy with this ophthalmologist! She clinched the diagnosis on the first visit, a diagnosis many others had missed after several visits! My eye problem is now resolved thanks to her. She is sharp, actually listens to you, and is very pleasant to boot. Definitely 5 stars",5.0
1190,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Meilleur ophtalmologiste de la Montérégie! Je l’ai consulté à Valleyfield, rendez-vous très rapide, chirurgie de cataracte six semaines plus tard, et résultats impéccables! Je suis très satisfait du Dr Barbara Teboul et du personnel de l’hôpital qui étaient très attentifs et chaleureux.",5.0
1191,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Loved this ophthalmologist! Best cataract surgeon in town! I am lucky to have gotten an apt with her and I now recommend her to all my friends and family. Thank you Dr Teboul, I am forever grateful.",5.0
1192,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Excellente ophtalmologiste. Je suis ravie des résultats de ma chirurgie de cataracte, fait à l’hôpital de Valleyfield. Dr. Teboul est humaine, réassurante et très compétente. J’étais presque aveugle avant ma chirurgie, mais Dr Teboul a fait en sorte que je sois opéré rapidement et enfin je peux tout voir, même mieux qu’avant mes cataractes. Le personnel a l’hôpital était également merveilleux. Merci Dr Teboul!",5.0
1193,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Excellent doctor, competent surgeon and wonderful human being! As others have said, she is definitely worth the wait! Eyesight is too important to take a chance, so I made sure to ask for Dr Teboul. Trusting your doctor is half the battle to getting good results as far as I’m concerned and Dr Barbara Teboul is certainly a doctor you can trust. Lachine and St Mary’s hospital were both great with excellent staff. No regrets!",5.0
1194,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"This ophthalmologist and cataract surgeon is the best of the best! I was very impressed by her professionalism, her warmth, and her compassion as she dealt with my very anxious, unilingual, Italian mom. The staff at St.Mary’s Hospital were great, and they even allowed me to come into the OR with my mom , where I was able to watch the surgery live on a screen.. quite amazing and high tech, only took 6 minutes! My mom sees great now, thanks a million Dr Teboul!",5.0
1195,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Merci Dr. Barbara Teboul, je suis très satisfaite de l`opération de la cataracte, ma vision est excellente, vous êtes une personne très dévouée à ses patients ce qui de nos jours
 est assez rare. Je vous recommanderais hautement à tous mes amis et plus. ( J`ai été opérée à l`hôpital de Lachine)",5.0
1196,Dr. Barbara Teboul,Ophthalmologist,4.6,128,Anyone considering cataract surgery must see this ophthalmologist ! She is the best cataract surgeon and a super nice and caring doctor. You can see her in Valleyfield ( faster apts if you live in the west) or at St Mary’s hospital in Montreal. Staff at both hospitals are great! All pre-op testing at the hospital was free and she offers excellent results with the free lens implants if you’re on a limited budget (though she also offers the more expensive lenses at your request). I am super delighted with my results. Thank you so much Dr Teboul.,5.0
1197,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Exceptional eye surgeon. I asked my doctor to refer me to her after receiving many positive recommendations from friends who had been operated by her and insisted she was the best. Indeed, they were right! No regrets in choosing her, she was definitely worth the wait. She is professional, pleasant, caring, and human. She is also very knowledgeable and at the top of her field, so will answer all your questions clearly and concisely. I highly recommend this ophthalmologist.",5.0
1198,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Très satisfaite de cet ophtalmologiste professionnelle, compétente, et à l’écoute de ses patients. Excellents résultats après ma chirurgie de cataracte, malgré que j’étais considéré un cas à haut risque du à une condition préexistante dans mes yeux. Un gros merci Dre Teboul, je suis très reconnaissante de tout ce que vous avez fait pour moi.",5.0
1199,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"5 stars all the way! Thank you so much Dr T! My vision is amazing now, thanks to you and your magic hands!",5.0
1200,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Dr Barbara Teboul is an amazing cataract surgeon and I have nothing but positive things to say regarding my experience with her. I live in the West Island, so chose to see her in Valleyfield since the wait time for a cataract evaluation is much faster there than in Montreal . My optometrist faxed the referral to the hospital and they gave me an appointment in less than 2 weeks, with my cataract surgery less than a month after that. All the pre-op testing was done for free the same day and they offered every type of intraocular lens. I chose a toric lens to correct my astigmatism and my distance vision, and the results were simply awesome. I used to wear thick, expensive glasses and I now only need reading glasses. Dr Teboul was super nice and reassuring the whole time . I will always be eternally grateful to her for my new and improved HD vision!",5.0
1201,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Superbe travail , resultats fantastiques 

Merci beaucoup , docteur Teboul",5.0
1202,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Ophthalmologiste exceptionnelle. Ma chirurgie de cataracte fut un grand succès grâce au Dr Barbara Teboul. Elle a une touche très douce et je n’ai ressenti aucune douleur. Elle nous écoute vraiement lorsqu’on lui parle et nous offre les solutions adaptées à notre situation. Très accommodante avec une personnalité très plaisante. On sent qu’elle est bien aimée par ses patients ainsi que le personnel qui travaillent avec elle. Aucun regret d’avoir choisi cette ophtalmologiste formidable! En passant, elle m’a opéré à l’hôpital de Lachine pour avoir une date chirurgicale plus vite et mon expérience la-bas était également formidable! Le suivi pré et post opératoire était à l’hopital St.Mary’s. Merci Dre Teboul!",5.0
1203,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"I had a wonderful experience wth this cataract surgeon. From beginning to end, I felt like i was in caring hands every step of the way. I am in a wheelchair with limited mobility and always got looks of resentment from other ophthalmologists due to the extra time it took me to transfer to the examining chair. Here, both her and her staff greeted me with a smile and gladly helped me get around. They performed all the required tests and Dr Teboul then examined me and exxplained in a way that was easy to understand exactly what I had and what treatment she recommended. She took the time to understand my needs and then advised me on the course of action that was best suited to my needs. On the day of the cataract surgery the staff in the pre-op room were super nice and reassuring. DrTeboul performed the surgery with gentle hands, talking me through the whole thing and before I even knew it, the whole thing was over! I can’t believe I spent so many sleepless nights worrying about it! Had I known how easy it would be, I would have had the surgery a long time ago! Although she told me healing times vary from person to person, my vision recuperated very quickly and I saw amazingly clear as soon as I took the patch off. One month later, I had the second eye done and am now eternally graatful to Dr Barbara Teboul, the best cataract surgeon, for restoring my vision! Thank you! D. Frankland",5.0
1204,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Je suis extrêmement satisfaite de cette ophtalmologistes. Quand j'ai appris que j'avais une cataracte, j'ai fait beaucoup de recherches pour trouver la meilleure chirurgienne pour mes yeux, et presque toutes avenues ont menés à elle. Tous m'ont dit qu'elle était la meilleure pour ce genre de chirurgie, et tous avaient raison! Elle est plaisante, réassurante, et explique bien les avantages et désavantages de la chirurgie. De plus elle a une touche très douce, et le résultat de ma chirurgie est impeccable. Le personnel à la salle d'opération étaient également excellent. Je recommande cette ophtalmologiste sans hesiatation.",5.0
1205,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"An ophthalmologist without comparison who specializes in cataract surgery. I live an hour away from her office, but was totally worth the trip for a lifetime of perfect vision. She is an extremely competent surgeon, calm, reassuring and always smiling. She explains everything in a way that is easy to understand and helps us make the best decisions for our eyes. Absolutely no regrets in choosing this very human and caring ophthalmologist.",5.0
1206,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"So happy I was able to get an appointment with Dr Teboul. She is very popular and has a busy practice but is definitely worth the wait. She is competent, caring, reassuring and has excellent surgical results. I highly recommend this ophthalmologist.",5.0
1207,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Very skilled surgeon and very personable human being. You can sense that she cares and is looking out for her patients’ best interests. Recommended the intraocular lens that was best for my situation, which happened to be free. Does not push the expensive lenses if you don’t need them. I am extremely satisfied with the results and especially with Dr Teboul who is truly fabulous!",5.0
1208,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Excellente ophtalmologiste! On se sent très à l’aise avec elle et ses résultats chirurgicales sont super. Je suis ravie avec ma vision depuis ma chirurgie de cataracte. Si vous êtes assez chanceux d’obtenir un RV avec elle, vous ne le regretterez pas. De plus, elle est complètement bilingue et super sympa!",5.0
1209,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"I recommend this ophthalmologist without hesitation. She works out of St Mary’s hospital , but does cataract surgery at several Montreal hospitals including St Mary’s, Jewish General and Lachine. Patients can choose their preferred site. I had one eye done at St Mary’s and the other at Lachine ( I chose it that way because the dates fit my schedule). The staff at both hospitals were amazing. Very reassuring, pleasant and caring, as was Dr Teboul of course but I knew that from my first interaction with her at the clinic. Surgery was painless and took only about 10 minutes. Results are excellent ! Definitely 5 stars plus for Dr Teboul!

(Ps my hubby tells me she also operates in Valleyfield)",5.0
1210,Dr. Barbara Teboul,Ophthalmologist,4.6,128,"Amazing doctor! I am told she is one of the best cataract surgeons in Quebec. If I judge by my own results or that of the 3 other members of my family that she operated, then I definitely concur. The surgery was completely painless and my vision is now as sharp as it’s ever been, despite the fact that I was almost blind before the surgery. . On top of that, she is very reassuring, (I tend to get very nervous!) , very pleasant (always smiling), and has a very delicate touch. My experience before, during and after the cataract surgery was nothing short of impeccable. Thank you so much Dr Teboul!",5.0
